3747838232570626048|38216464498688
3747838232570626048|38218611982336
3747838232570626048|38220759465984
3747838232570626048|38222906949632
3747838232570626048|38225054433280
3747838232570626048|38227201916928
3747838232570626048|38229349400576
3747838232570626048|38231496884224
3747838232570626048|38233644367872
3747838232570626048|38235791851520
3747838232570626048|38237939335168
3747838232570626048|38240086818816
3747838232570626048|38242234302464
3747838232570626048|38244381786112
3747838232570626048|38246529269760
3747838232570626048|38248676753408
3747839400801730560|39384695603200
3747839400801730560|39386843086848
3747839400801730560|39388990570496
3747839400801730560|39391138054144
3747839400801730560|39393285537792
3747839400801730560|39395433021440
3747839400801730560|39397580505088
3747839400801730560|39399727988736
3747839400801730560|39401875472384
3747839400801730560|39404022956032
3747839400801730560|39406170439680
3747839400801730560|39408317923328
3747839400801730560|39410465406976
3747839400801730560|39412612890624
3747839400801730560|39414760374272
3747839400801730560|39416907857920
3747836102266847232|36086160719872
3747836102266847232|36088308203520
3747836102266847232|36090455687168
3747836102266847232|36092603170816
3747836102266847232|36094750654464
3747836102266847232|36096898138112
3747836102266847232|36099045621760
3747836102266847232|36101193105408
3747836102266847232|36103340589056
3747836102266847232|36105488072704
3747836102266847232|36107635556352
3747836102266847232|36109783040000
3747836102266847232|36111930523648
3747836102266847232|36114078007296
3747836102266847232|36116225490944
3747836102266847232|36118372974592
3747843489610596352|43473504468992
3747843489610596352|43475651952640
3747843489610596352|43477799436288
3747843489610596352|43479946919936
3747843489610596352|43482094403584
3747843489610596352|43484241887232
3747843489610596352|43486389370880
3747843489610596352|43488536854528
3747843489610596352|43490684338176
3747843489610596352|43492831821824
3747843489610596352|43494979305472
3747843489610596352|43497126789120
3747843489610596352|43499274272768
3747843489610596352|43501421756416
3747843489610596352|43503569240064
3747843489610596352|43505716723712
3747835483791556608|35467685429248
3747835483791556608|35469832912896
3747835483791556608|35471980396544
3747835483791556608|35474127880192
3747835483791556608|35476275363840
3747835483791556608|35478422847488
3747835483791556608|35480570331136
3747835483791556608|35482717814784
3747835483791556608|35484865298432
3747835483791556608|35487012782080
3747835483791556608|35489160265728
3747835483791556608|35491307749376
3747835483791556608|35493455233024
3747835483791556608|35495602716672
3747835483791556608|35497750200320
3747835483791556608|35499897683968
3747835896108417024|35880002289664
3747835896108417024|35882149773312
3747835896108417024|35884297256960
3747835896108417024|35886444740608
3747835896108417024|35888592224256
3747835896108417024|35890739707904
3747835896108417024|35892887191552
3747835896108417024|35895034675200
3747835896108417024|35897182158848
3747835896108417024|35899329642496
3747835896108417024|35901477126144
3747835896108417024|35903624609792
3747835896108417024|35905772093440
3747835896108417024|35907919577088
3747835896108417024|35910067060736
3747835896108417024|35912214544384
3747839538240684032|39522134556672
3747839538240684032|39524282040320
3747839538240684032|39526429523968
3747839538240684032|39528577007616
3747839538240684032|39530724491264
3747839538240684032|39532871974912
3747839538240684032|39535019458560
3747839538240684032|39537166942208
3747839538240684032|39539314425856
3747839538240684032|39541461909504
3747839538240684032|39543609393152
3747839538240684032|39545756876800
3747839538240684032|39547904360448
3747839538240684032|39550051844096
3747839538240684032|39552199327744
3747839538240684032|39554346811392
3747838370009579520|38353903452160
3747838370009579520|38356050935808
3747838370009579520|38358198419456
3747838370009579520|38360345903104
3747838370009579520|38362493386752
3747838370009579520|38364640870400
3747838370009579520|38366788354048
3747838370009579520|38368935837696
3747838370009579520|38371083321344
3747838370009579520|38373230804992
3747838370009579520|38375378288640
3747838370009579520|38377525772288
3747838370009579520|38379673255936
3747838370009579520|38381820739584
3747838370009579520|38383968223232
3747838370009579520|38386115706880
3747837304857690112|37288751562752
3747837304857690112|37290899046400
3747837304857690112|37293046530048
3747837304857690112|37295194013696
3747837304857690112|37297341497344
3747837304857690112|37299488980992
3747837304857690112|37301636464640
3747837304857690112|37303783948288
3747837304857690112|37305931431936
